it.fr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1,0.2886751345948129,0.13608276348795434,0.12309149097933275,0.11785113019775793,0.0,0.17407765595569785,0.18257418583505536,0.0,0.0,0.0,0.0,0.1543033499620919,0.0,0.0,0.07856742013183861,0.0,0.0,0.0,0.0,0.14907119849998599,0.18257418583505536,0.0,0.0
2,0.0,0.31622776601683794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08451542547285165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.5303300858899106,0.31980107453341566,0.30618621784789724,0.12499999999999997,0.0753778361444409,0.31622776601683794,0.0,0.0,0.0,0.08333333333333333,0.13363062095621217,0.07216878364870323,0.0,0.06804138174397716,0.0,0.08111071056538126,0.0,0.0,0.19364916731037085,0.15811388300841897,0.0,0.0
4,0.0,0.0629940788348712,0.3418817293789138,0.1091089451179962,0.13363062095621217,0.16116459280507606,0.16903085094570328,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.10101525445522107,0.0,0.0,0.0,0.0,0.0,0.13801311186847084,0.33806170189140655,0.0,0.0
5,0.0,0.09622504486493763,0.08703882797784893,0.5833333333333334,0.0,0.1846372364689991,0.12909944487358055,0.0,0.0,0.0,0.0,0.2182178902359924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10540925533894598,0.12909944487358055,0.20412414523193148,0.0
6,0.0,0.0,0.0,0.0,0.5345224838248487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16903085094570328,0.0,0.0
7,0.0,0.040422604172722164,0.07312724241271307,0.0700140042014005,0.0,0.3619613829965134,0.10846522890932808,0.23529411764705882,0.07669649888473704,0.16169041669088866,0.0,0.0,0.0,0.0,0.04667600280093366,0.0,0.0,0.17149858514250882,0.0,0.0,0.0,0.0,0.0
8,0.0,0.10425720702853739,0.25147784538477264,0.18057877962865385,0.0,0.1333662673423161,0.6527533657682196,0.0,0.0659380473395787,0.5560384374855327,0.3440312310280934,0.15762208124782012,0.042562826537937436,0.0,0.0,0.0,0.0,0.07372097807744857,0.0,0.1522773975253762,0.18650096164806276,0.0,0.0
9,0.0,0.0,0.0,0.20412414523193148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5345224838248487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.06154574548966635,0.05802588531856594,0.20994555243259116,0.1005037815259212,0.0,0.07422696190252054,0.15569978883230456,0.0,0.0,0.0,0.20515248496555455,0.06579516949597689,0.6751356017927663,0.18609684207969415,0.0,0.3015113445777636,0.0,0.0,0.0,0.09534625892455921,0.07784989441615228,0.0,0.0
11,0.05812381937190964,0.19179881852291683,0.1982726388386439,0.1898315991504998,0.05812381937190964,0.21029989116983447,0.14704292441876154,0.119617833424335,0.3639126714370255,0.0,0.15499685165842572,0.0,0.20134681656420733,0.3514998201309975,0.4745789978762495,0.0949157995752499,0.1508628572809428,0.0,0.0,0.2101050788156825,0.0,0.29061909685954823,0.0
12,0.0,0.14433756729740643,0.0,0.08333333333333334,0.10206207261596574,0.24618298195866545,0.0,0.140028008402801,0.27386127875258304,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.5960395606792697,0.0,0.0,0.26352313834736496,0.0,0.20412414523193148,0.0
13,0.0,0.0,0.08703882797784893,0.0,0.0,0.0,0.0,0.0700140042014005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06622661785325219,0.5103103630798287,0.2581988897471611,0.05270462766947299,0.0,0.0,0.0
14,0.14744195615489714,0.17376201171422898,0.12573892269238632,0.18057877962865385,0.07372097807744857,0.17782168978975482,0.18650096164806276,0.05057217374241737,0.0659380473395787,0.0,0.049147318718299055,0.15762208124782012,0.042562826537937436,0.0,0.08025723539051281,0.0,0.14350946197048195,0.0,0.0,0.685248288864193,0.18650096164806276,0.07372097807744857,0.0
15,0.0,0.1386750490563073,0.0,0.08006407690254358,0.19611613513818402,0.23652495839563303,0.0,0.13453455879926252,0.2631174057921088,0.0,0.0,0.0,0.0,0.14824986333222026,0.21350420507344953,0.0,0.19088542889273333,0.0,0.0,0.25318484177091666,0.3721042037676254,0.686406472983644,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844387
